index,song_name,recommendation
1896,Sorry,"['Dive Bar Beauty Queen (feat. Danny Boone & Pruno)', 'Find U Again (feat. Camila Cabello)', 'Let Go', 'Like That', 'Coca Coca (feat. Rocko, OJ Da Juiceman, Waka Flocka Flame, Shawty Lo, Yo Gotti, & Nicki Minaj)']"
1897,My Life Would Suck Without You (Glee Cast Version),"['Vacation', 'THE END', 'Weezy Baby', 'Smile', 'Losing My Mind']"
1898,Patron Tequila,"['Mango', 'The Game (Triple H)', ""I Won't Let You Down"", 'No Sucker (feat. Moneybagg Yo)', ""Let's Chill""]"
1899,Many of Horror,"['The Violence', 'Young Love', ""Don't Say Goodbye (feat. Tove Lo)"", ""She Won't Be Lonely Long"", 'TRIALS']"
1900,I Like the Way You Love Me,"['3 A.M.', 'Videos y Fotos', 'Dominant Species', '33rd Blakk Glass', 'Hermit the Frog']"
1901,"Love Like a Sunset, Pt. 2","['April In Paris - 2007 Remaster/Rudy Van Gelder Edition', 'Souvenir', 'Les Mémoires Blessées', 'when the leaves come falling down', 'Frere Jacques']"
1902,Sweet Caroline (Glee Cast Version),"['Walkashame', 'Intocable', 'Elizabeth', 'Hollywood', 'El Motopsycho']"
1903,Potion Approaching,"['Sadistic Magician', 'Fury', 'Weekend', 'A Little Honey', 'Born To Raise Hell']"
1904,Rock My World - Little Country Girl,"['Queen of Mars', 'Still I Love You - Radio Version', ""It's Five O'Clock Somewhere"", 'Windows', 'No me Digas Que No']"
1905,Better Believe It (feat. Young Jeezy & Webbie),"['no eres tu(soy yo)', 'Modest', 'Find You', 'Promise Me', 'Own It (feat. Ed Sheeran & Burna Boy)']"
1906,Wonderful World (Re-Record),"['Necesito Más De Ti', 'Oulala', 'Do You Wanna Do Nothing with Me?', 'Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster', 'Mr. 17.5']"
1907,40 Dogs (Like Romeo and Juliet),"['Sugar Tree', 'Gypsy', 'Best Day Of My Life - Gazzo Remix', 'Gucci Bucket Hat', 'Every Breaking Wave']"
1908,"Here's Lookin At You, Kid","['Werewolf', 'The Calling', 'Detlef Schrempf', 'Young Nigga (feat. Puff Daddy)', '2:00 AM']"
1909,Pencil Full of Lead,"['Dos Coronas a Mi Madre', 'Upper West Side', ""Still Livin'"", 'Never', ""Swearin' to God - Single Version""]"
1910,Still,"['Jolene', 'Away In A Manger', 'The Impossible Dream (The Quest)', 'Daughter Of The Moon', 'Drops Of Jupiter - Live/2011']"
1911,Farewell Aragog,"['Symphony No. 7 in A Major, Op. 92: II. Allegretto', 'The Aviators', ""Pan's Labyrinth Lullaby"", 'Days of the Ring (feat. Annie Lennox Performing ""Into the West"")', 'Once Upon a December']"
1912,Prom Queen,"['Te Quiero - Spanglish Version', 'If She Could See Me Now', 'The Hunger', 'Bury Your Pain', ""Chevy Ridin' High (feat. Rick Ross) (feat. Rick Ross) - Main""]"
1913,Hidden in My Heart,"['Acceptance', 'Interlude', 'Swept Away [Sentimental Version]', 'Everything I Know', 'Atrae Mi Corazón']"
1914,Even Though,"['You Are My Heart', 'Abandoned', ""I'll Fly Away"", 'Up All Night (Frankie Miller Goes To Hollywood)', 'Killing Butterflies']"
1915,Se Nos Murió el Amor,"['Juro por Dios - En Vivo', 'Dime Quién Es', 'Ocean Breathes Salty', 'White Lies - EP Version', 'The City (with Quinn XCII)']"
1916,Dear God - Live,"['One Summer Night', 'No One - Acoustic', 'Echo (Recorded at Spotify Studios NYC)', 'Agony', 'It Feels Like Christmas']"
1917,Before the Lobotomy,"['Like Gold', 'Hello Good Morning', 'Niggas', 'I Got (feat. Pimp C & Project Pat) - Explicit Album Version', 'Medley']"
1918,Si Yo Fuera Él,"['Me Caíste Del Cielo', 'This Side', 'El Felino', 'Nicotine Dream', ""Str8 Ballin'""]"
1919,Seven,"['Problems', 'Backseat Driver', 'Tra Tra Tra Remix - Remix', 'From Nowhere', 'Catch Me (feat. Naaz)']"
1920,Arma-goddamn-motherfuckin-geddon,"['Inside Outside', 'Sleepers', 'For You', 'Jump', 'Deck the Halls']"
1921,Spellbound,"['Tug-O-War', 'Space Unicorn', 'Zombies Ate My Neighbors', 'Dead City Radio And The New Gods Of Supertown', 'Holy Is The Lord']"
1922,Shadows,"['The First Drop', 'Young Volcanoes', 'Dive In', 'Woody Allen', 'Code Red']"
1923,Me and Your Cigarettes,"['Song for the Lonely', 'Beautiful One', 'So I Thought', 'Setting Fire to Sleeping Giants', ""Bumpin' My Music (feat. Scarface)""]"
1924,Midnight Thunderstorm Part 2,"['Innocence', 'Step Out', 'Real Nigga', 'Not My Baby', 'Zero']"
1925,我很好那麼你呢?,"['Cross Me (feat. Chance the Rapper & PnB Rock)', 'Not Anymore', 'Of All Things (feat. Too $hort)', 'No Hay Manera', 'DOLLAR']"
1926,Running To The Edge Of The World,"['Ark', 'Early 20 Rager', 'Hard to Say', 'AWKWARD CAR DRIVE', 'Everything Went Black']"
1927,Queen of Mars,"['Rock My World - Little Country Girl', 'Who Do You Love', 'Haremos El Amor', 'Windows', 'No Plan']"
1928,Holding Out for a Hero - Single Version,"['It All Comes Out in the Wash', 'Go Crazy', 'Man I Think I Love Her', 'Sydney', 'Roll with the Changes']"
1929,Celebration,"['(Nothing But) Flowers - 2003 Remaster', 'Born To Be A Winner', 'What I Believe', 'The Tempest', 'Paldogangsan']"
1930,When Everyday's The Weekend,"['Dogs Out', 'Still Unbroken', 'Today - Intro', 'Devour', 'Beautiful One']"
1931,Somebody to Love,"['Joy To The World', 'Blue Skies', 'Oboe Concerto in D Minor, Op. 8 No. 9, RV 454: I. Allegro', ""Ain't Misbehavin'"", ""Mary's Boy Child""]"
1932,Egg,"[""Who's Kissing You Tonight"", 'Down On Me', 'Believe', 'Bon Bon Chocolat', 'Nervous']"
1933,The Perfect Space,"['James Bond Theme - Remastered 2003', ""What Are You Doing New Year's Eve?"", 'Hey Hey, My My', 'If I Fell', 'Ivory Black']"
1934,Virtual Diva,"['Run Run!', ""You're the Love I Wanna Be In"", 'We Believe', 'Lágrimas de Escarcha', 'How Sweet the Sound']"
1935,Have Faith In Me,"['Survivor Guilt', ""At Least I'm Known For Something"", 'Rhode Island', 'Old Enough', 'Forget Myself']"
1936,Hide the Pain (feat. Doc Well & G Money),"['Tulane', 'Almighty Black Dollar (feat. Rick Ross)', 'Cookie Thumper!', 'What I Need (feat. Kehlani)', 'Some People Change']"
1937,How Many Kings,"['I Love You', 'Vaporize', ""Casi q' me pierdo"", ""Can't Believe It (feat. Pitbull)"", 'Guajira (I Love U 2 Much)']"
1938,Estaré Contigo Cuando Triste Estés (Before The Next Teardrop Falls) - Version Original,"['Loved by You', 'Backwards With Time', 'Cold Hearted', 'Winter', 'The Internet Is for Porn']"
1939,Here Comes Goodbye,"['第一次', 'Reasons Why', 'Bella Luna', 'Every Single Thing', 'Seasons Of Love (Glee Cast Version)']"
1940,La Agarro Bajando,"['Crazy Beautiful Sexy', 'A Baltimore Love Thing', ""I'm To Blame"", 'Upper West Side', 'Banana Goo Pie (Bonus Track)']"
1941,Zero,"['The Quiet Place', ""Trippin'"", 'Pon De Floor', 'No Way', 'The 6th Gate (Dance With the Devil) - Original Extended']"
1942,S. B. M. T.,"['Leaving With Me', 'Uleleley - Radio Version', 'Te Aviso, Te Anuncio (Tango)', 'Island Feeling', 'No Quiero Saber - 1996 Version']"
1943,In The Trunk,"['A Little Too Late', 'Mujer infiel', 'Badtameez Dil', 'Apple Bottom Jeans', 'The Ballad of the Kingsmen']"
1944,Maybe This Time (Glee Cast Version) (feat. Kristin Chenoweth),"['The Itsy Bitsy Spider', 'Spaceship Vibes', '¿Qué Hago Yo?', 'The Few Things', 'I Want Us Back']"
1945,Adagio For Strings,"['Coalescence', 'Session', 'Darker', 'Soldier', 'Cavern']"
1946,Why Don't You Love Me,"['Satellites', 'Pump It Up', 'Goodies (feat. T.I. & Jazze Pha)', 'Oye Mujer', 'Living in the Moment']"
1947,Setting Yourself Up For Sarcasm,"['LIFE', 'I WILL SURVIVE', '소방차 Fire Truck', 'My Ballz - The Longest Yard Soundtrack (Explicit)', 'Lover To Lover']"
1948,Sea Within A Sea,"['Swamp Thing', 'The Lost Vikings', 'How Does It Feel?', 'Unbroken', 'Horn in the middle']"
1949,I'm Lindana and I Wanna Have Fun,"['N Luv Wit My Money', 'Mount Zion Medley', 'The Hours', 'Mary', 'I Like To Move It']"
1950,Que Vuelva,"['El Niño De Oro', 'Summertime', 'Automovil', 'Con Cartitas', 'Jesus Messiah']"
1951,"Le Festin - From ""Ratatouille""","['Poor Thing', 'Fathers and Daughters', 'Fly Me to the Moon', 'Pat-A-Pan/While Shepherds Watched Their Flocks By Night - Medley / Remastered 2006', '因為愛情']"
1952,Amongst The Waves,"['Uncalm', 'Me & The Rhythm', 'THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q)', 'This Suffering', 'In the Name of Tragedy']"
1953,"Into the Light, Pt. 2","['Whisper to Me', 'Masser', 'Lux Aurumque', 'The White River', 'Farewell to Dobby']"
1954,Biting A Puppy,"['Bibbidi-Bobbidi-Boo - From ""Cinderella""', 'San Cristóbal', 'she likes spring, I prefer winter', 'My Whole Family... (live)', 'Love You So']"
1955,Arms Open Wide - Live In Australia/2009,"['Because He Lives', 'Messages', 'Ring around the Moon', ""In Case You Don't Live Forever"", 'Make Me Say It Again Girl, Pts. 1 & 2']"
1956,Hate,"['Got What You Need', 'Hierba, Polvo Y Plomo', 'Alley Oop', 'Signal', 'I Will Always Be Yours']"
1957,Un Beso Al Viento,"['Tortured, Tangled Hearts', 'Daybreak', 'Soñador Eterno', 'Detrás de Mi Ventana - Banda', 'Crush']"
1958,My Funeral,"['Well Thought out Twinkles', 'Mousercise', 'Friday Night', 'Run For Cover', 'A Place Where You Belong']"
1959,Restless Heart Syndrome,"['Girlfriend', 'Room 409', 'Calm Like You', '(I Just) Died in Your Arms', 'Skeleton']"
1960,Si No Te Hubieras Ido,"['Be Mine', 'One Day / Reckoning Song (Wankelmut Remix) - Radio Edit', 'Six Little Ducks', ""Nic's Groove"", 'Growing Up (feat. Ed Sheeran)']"
1961,Promise Me,"['Find You', 'Dangerous', ""Don't Get Close"", 'I Wanna Benz', 'Monophobia']"
1962,Devil on My Shoulder,"[""Say You're Just a Friend (feat. Flo Rida)"", 'Let Yourself Go', 'Tu Mirada', 'Bury My Bones', 'Through It All']"
1963,"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","['Suite in B-Flat Major, HWV 434: IV. Menuet', 'Piano Sonata No.15 In F, K.533/494: 2. Andante, K.533 - 2002 Recording', 'The Portrait Gallery', 'Waltz in C Minor (Only for Piano)', 'The Nutcracker - Ballet, Op.71, Act I: No. 7 - The Battle']"
1964,We Three Kings,"[""Come On, Let's Go - Single Version"", 'A 1000 Times', 'Hoist That Rag', 'We Wish You a Merry Christmas (Live)', 'Rise To The Sun']"
1965,Rap Gamez Callin,"['Angel of Darkness - Video Mix', 'Blow Your Mind (Mwah)', 'The Transition', 'For You', ""Corporate Thuggin'""]"
1966,Prosthetics,"['Bulletproof', 'Alone', ""Breakn' a Sweat - Zedd Remix"", 'Kill The Lights', 'Skin']"
1967,Osaka Loop Line,"[""Ridin Spinners (feat. Lil' Flip) - Explicit Album Version"", 'good kid', ""I Don't Give A Fuck"", 'When I Pray for You', 'Eres']"
1968,Butterflies,"['Let It Bump', 'Aliens Fighting Robots', 'Hermit the Frog', 'Walking on Broken Glass - Recorded at Spotify Studios NYC', 'Start Over']"
1969,Lullaby Baby,"['Judith', 'I Surrender All', 'More than Close', 'Lavender Blue (Dilly Dilly) - Instrumental', 'P.S. I Love You']"
1970,Drag Queens and Goth People,"['Twinkle, Twinkle, Little Star', 'Echo (Recorded at Spotify Studios NYC)', 'Comfortable', 'Porque Te Quiero (Feat. Luis Alfonso Partida ""El Yaki"")', 'Fly You to the Moon']"
1971,Lean On Me (Glee Cast Version),"['Restless - Remastered', 'Comfortable', 'Twinkle, Twinkle, Little Star', 'New Balance', 'Pool Mashup: Just The Way You Are/Just A Dream']"
1972,Countdown,"['Canto De Ossanha', 'Blue Monday - 2011 Total Version', 'Professional Killer', 'Next view (feat. Uyama Hiroto)', 'The Hamster Dance Song']"
1973,AGAIN (鋼の錬金術師 FULLMETAL ALCHEMIST),"['Si Tu No Bailas Conmigo', 'And the Birds Sing', 'Santa Baby', 'in your arms', 'Beer']"
1974,"Love Like a Sunset, Pt. 1","['Friend of the Devil', 'Motherboard', 'Fairy Fountain', 'Keeper of Mystery', 'Sofa Rockers - Richard Dorfmeister Remix']"
1975,Chase Through the Subway,"[""Baby, It's Cold Outside"", 'Pool Mashup: Just The Way You Are/Just A Dream', 'Fly You to the Moon', 'Porque Te Quiero (Feat. Luis Alfonso Partida ""El Yaki"")', 'Restless - Remastered']"
1976,503,"['Earthmover', 'Kingdom', 'Rain With Distant Thunderstorm', 'Rain With Light Thunderstorm', 'So Here We Are']"
1977,Math and King Solomon,"['Autumn Leaves', 'I Find It Hard to Say (Rebel) - Live', 'Sukiyaki', 'Dunes', 'No One - Acoustic']"
1978,Kings And Queens,"['Insomnia', 'Roll With It (feat. Project Pat) - Explicit Album Version', 'Pray', 'Sleeptalk', ""Game's Pain""]"
1979,To My Enemies,"[""Like It's Her Birthday"", 'Kids in America', 'Reach For The Stars - Opening Theme - Vocals by Jean Paul Makhlouf of Cash Cash', 'Cemetery Gates - 2003 Remaster', 'Old Enough']"
1980,"Bibbidi-Bobbidi-Boo - From ""Cinderella""","['Biting A Puppy', 'My Whole Family... (live)', 'San Cristóbal', 'she likes spring, I prefer winter', 'Keyboard Concerto in A Major, BWV 1055: I. Allegro']"
1981,Hello Seattle,"['Put It on Ya (feat. Chris J)', 'World On Fire', 'Goodas Mi Back Mi Back', '679 (feat. Remy Boyz)', 'Jump']"
1982,Images Of Broken Light,"['Articulate Silences, Pt. 1', 'A Gentle Rain Of Thoughts', 'Clair De Lune', 'Biome Fest', '417 Hz Clear Negative Energy']"
1983,Journey To The Cave,"['Gamma Freq Pads', 'post traumatic all-night-long', 'The Realm of Golden Helix', 'Ocean For Sleep', ""Alan Turing's Legacy""]"
1984,Farewell To The Fairground,"['Trainwreck 1979 - Moulder Mix with in/out fades', 'The Sky Under the Sea', 'No Matter What', 'Set To Fail', 'If You Think This Song Is About You, It Probably Is']"
1985,Vivir Sin Ella,"['While My Guitar Gently Weeps', 'Amor Confuso', 'Beware The Friendly Stranger', 'Entre Copa Y Copa', 'All Around the World - Remastered']"
1986,Stillness Is The Move,"['BLACKJACK', 'Shut Up and Dance - Live Acoustic - 2015', 'Somebody Else - Alt Edit', 'Getaway', 'Count The Ways']"
1987,That Look You Give That Guy,"['Change', ""You'll Never Walk Alone - Mono; 2002 Remaster"", 'Tattooed Heart', 'One Sweet Love', 'это ли счастье?']"
1988,Me Nortié - En Vivo,"['For You', 'Animals', 'worlds away', ""I'm ALIVE!"", 'More Of You']"
1989,"So This Is Love - From ""Cinderella""/Vocal","['Love Is', 'February Song', 'Firelight', ""I'll Be Home For Christmas (If Only In My Dreams)"", 'Beso Tus Pies']"
1990,Palladio,"['Black Mud', 'Reverend', 'Jingle Bells', 'Fehu', 'Thy Mission']"
1991,Istillfeelher pt. 111,"['Bartender', ""Somebody Ain't You"", 'That Certain Female', 'Smoke the Weed (feat. Collie Buddz)', 'lonely']"
1992,Gotta Cheer Up,"['Haule Haule', 'Amor Tóxico', 'Kajra Re', 'North Side Gal', 'Santa Claus Llegó a La Ciudad']"
1993,J5 Christmas Medley,"['Brother Down', 'Rodolfo Campa Roldan', ""I'll Be Around (feat. Timbaland) - Club Mix"", 'El MZ', 'Para Qué Tantos Besos']"
1994,They Don't Care About Us - Remastered Version,"['Here I Am', 'What About Everything?', 'Ode to a Superhero (Parody of ""Piano Man"" by Billy Joel)', 'A Kiss', 'Sober']"
1995,Love Is,"['February Song', ""I'll Be Home For Christmas (If Only In My Dreams)"", 'So This Is Love - From ""Cinderella""/Vocal', 'Beso Tus Pies', 'A Dream Is a Wish Your Heart Makes']"
1996,Heavy,"['Goat', ""Idlewild Blue (Don'tchu Worry 'Bout Me)"", 'Stomp', 'Pumpkins Scream In the Dead of Night (feat. shinigami)', 'Roll With It (feat. Project Pat) - Explicit Album Version']"
1997,Perdóname,"['Okay', 'The Widow', 'Even If I Wanted To', 'Brother', 'Think About You']"
1998,Blue Zone,"['Think Twice', 'Forget the Lies', 'driveway', 'Ride', 'Hey DJ']"
1999,The Dashboard,"['Picture On The Dashboard', '可惜沒如果', 'Rain', 'Sin miedo a nada', ""Til The Last Shot's Fired""]"
2000,Good Evening,"[""I'll Fly Away"", 'Going Down - Radio Edit', 'Hey Baby', 'Desperate Man', 'El Paso del Gigante']"
2001,Im a Dog (feat. Gucci Mane),"['Nacchite Ye Panaina (From ""Dohchay"")', 'Pervert Pop Song (Castígame)', 'R.I.P. Kevin Miller', '556', 'Burn']"
2002,Ironic,"[""She's My Witch"", 'Bibbidi-Bobbidi-Boo - From ""Cinderella""', 'My Whole Family... (live)', 'Hoist That Rag', 'A 1000 Times']"
2003,Ramona,"['Invincible', 'Mutherfucker of the Year', 'Crewcabanger', 'Indian Summer', 'If I Could Fly']"
2004,Can't Forget You,"['Pristine', 'Vibrate', 'Running With Scissors', 'Taking It Out', 'Dynasty']"
2005,Pentagon,"['Rust, Dust & Guts', 'Undone', 'Hellwalker', 'No Chill (feat. Mr T Lexify)', 'Paris']"
2006,The Greatest Story Ever Told,"['Deer In The Headlights', ""It'z Just What We Do"", 'Skeleton', 'Calm Like You', ""I'm Still Here""]"
2007,Old Devil Moon,"['Silver Bells', 'crush on you', 'Blood on the Risers (Gory Gory What a Helluva Way to Die)', 'Song to You', 'Jealous of the Angels']"
2008,Far Away,"['The Total Experience', 'Golden Slumbers', 'Dervish Dream', 'Winter Wonderland (feat. Jack Jezzro)', 'Joy To The World']"
2009,Cumbia el Mamut,"['Knock Knock', 'Anyhow', 'Amor Fati', 'Up on a Plane', 'Jimi']"
2010,Mojado,"['Face In The Crowd', 'Dead Mom', 'Listen (From the Motion Picture ""Dreamgirls"")', 'Native Tongue', 'This Feeling']"
2011,I Can't Hear You,"['Smooth Sailing', 'Welcome To D-Block', 'What It Is', 'Someone That Loves You', 'Take Me Away']"
2012,25 de Diciembre,"['Te Quiero Así', 'Quizás Si, Quizás No', 'Hello Walls', 'Amor Tóxico', 'The Engine Driver']"
2013,Flyin' High (feat. Zac Brown),"['Cool', 'Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)', 'Cut Your Bangs', 'Cassidy', 'El Puñetazo']"
2014,Beauty School,"['Sacred Lie', 'Hosanna', 'Realiti', 'You Know What You Are?', 'Atlas']"
2015,Halo / Walking On Sunshine (Glee Cast Version),"['No Air (Glee Cast Version)', 'Halloweenie III: Seven Days', 'Personality (feat. T Pain)', 'Apple Bottom Jeans', 'Blood Brothers']"
2016,Stomp,"['Dia Especial (feat. Gustavo Cerati)', ""I'm Sprung 2"", 'Heavy', 'Goat', 'Canopée']"
2017,Elizabeth,"['Sweet Caroline (Glee Cast Version)', 'Holiday from Real - 2015 Remastered', 'Intocable', 'Bless The Lord (Son Of Man)', 'Harajuku Girls']"
2018,Miss Nothing,"['Dirty Little Secret', 'Boyz', 'Take My Hand', 'Worship', ""What He Don't Know""]"
2019,Hello Good Morning,"['Before the Lobotomy', 'Like Gold', 'I Got (feat. Pimp C & Project Pat) - Explicit Album Version', 'Medley', 'Hollywood']"
2020,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12 Divertissement - Tea - Chinese Dance","['Sleigh Ride', 'White Privilege', 'Spooky Couch', 'Story Of An Artist', 'Handshake Drugs']"
2021,Animal Tracks,"['Bad Habits', ""Lovin' You"", 'Time of Our Lives', 'Like Fun', 'Timeless Interlude']"
2022,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12 Divertissement - Coffee - Arabian Dance","['Still', '528 Hz DNA Repair', 'Santosa (Contentment)', 'The Mission / How Great Thou Art', 'We Move Lightly']"
2023,Show Me A Good Time,"['Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version', 'Celos', 'Pump It Up', 'And July', ""Body Movin' - Fatboy Slim Remix / Remastered 2005""]"
2024,With You in My Head (feat. The Black Angels),"['Destroy All', 'WUNNA', 'Cherry Waves', 'All Day', 'Years Of War']"
2025,Long Flight,"['Welcome To Bangkok', 'Blood Sugar - Original Mix', 'Extraction Point', 'Hollow Life', 'No Chill (feat. Mr T Lexify)']"
2026,Summertime,"['El Niño De Oro', 'Jesus Messiah', 'What More Can I Say', 'Me and Julio Down by the Schoolyard', 'Que Vuelva']"
2027,Time of Our Lives,"['On That Day', 'Sunny Road', 'Like Fun', '小城大事', 'Animal Tracks']"
2028,Toxic (Glee Cast Version),"['Replay', 'Right There', 'Stand Up', 'Lonely', 'Te Vas']"
2029,Girlfriend,"['Room 409', 'Restless Heart Syndrome', 'Calm Like You', 'Takes Me Nowhere', 'Boneyards']"
2030,Extraction Point,"['this s*it will fcuk you up', 'We Like to Party - Original Mix', 'Welcome To Bangkok', 'Blood Sugar - Original Mix', 'Divinity - ODESZA Remix']"
2031,No Matter What,"['The Sky Under the Sea', 'Farewell To The Fairground', 'Good Grace - Live', 'If You Think This Song Is About You, It Probably Is', 'Trainwreck 1979 - Moulder Mix with in/out fades']"
2032,The Gaudy Side of Town,"['Omae Wa Mou', ""Don't Let It Pass"", 'Wake Up', 'Jingle Bells', 'Home For The Holidays (feat. Jack Jezzro)']"
2033,Don't Rock The Jukebox,"['Una Emocion para Siempre', 'Take Me Home Tonight', 'Give It To Her', 'Holidays (feat. Alan Palomo)', 'La Cumbia Rebaja']"
2034,Bibbidi-Bobbidi-Boo (The Magic Song) - As heard in the Netflix series The Umbrella Academy,"['Slipping', 'Old MacDonald Had a Farm', 'Cross My Heart - Single Version', 'New Balance', 'Restless - Remastered']"
2035,Goodbye Earl,"[""Can't Rock My Dream Face"", 'Fred Astaire', 'Superhero', 'Such Horrible Things', ""We Don't Have To Take Our Clothes Off""]"
2036,H.O.C,"['Dreamer', 'Come Closer (feat. Drake)', ""Maybe You're the Reason"", 'Anyway', 'So Sexy (feat. R. Kelly)']"
